Nombre,Código UTA 2020,Código UTA 2010,Latitud,Longitud,Municipio,Departamento,Provincia,Superficie en km²,Población,Densidad Poblacional hab/km²,Ruta raiz de servicos OWS,Capa,Filtros de la Capa
SANTA MARTA,2.2168E+14,2.2168E+14,-26.84550592,-59.99821125,MACHAGAI,25 DE MAYO,CHACO,,,,,,
LOTE 22,2.2168E+14,2.2168E+14,-27.19654523,-60.1288611,MACHAGAI,25 DE MAYO,CHACO,,,,,,
CAMPO RIAÑO,2.2168E+14,2.2168E+14,-26.61293466,-59.90404881,MACHAGAI,25 DE MAYO,CHACO,,,,,,
EL MARTILLO,2.2168E+14,2.2168E+14,-27.06436889,-60.01994041,MACHAGAI,25 DE MAYO,CHACO,,,,,,
EL TOTORAL,2.2168E+14,2.2168E+14,-26.82158523,-60.05548823,MACHAGAI,25 DE MAYO,CHACO,,,,,,
MACHAGAI,2.2168E+14,2.2168E+14,-26.92873355,-60.04771961,MACHAGAI,25 DE MAYO,CHACO,,,,,,
NAPALPI,2.2168E+14,2.2168E+14,-26.9032617,-60.11738393,MACHAGAI,25 DE MAYO,CHACO,,,,,,
COLONIA GENERAL LAMADRID,2.2168E+14,2.2168E+14,-26.74579337,-59.88887142,MACHAGAI,25 DE MAYO,CHACO,,,,,,
LA PRIMAVERA,7.4007E+14,7.4007E+14,-32.03907776,-65.98993683,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
LOS QUEMADOS,7.4007E+14,7.4007E+14,-31.89160776,-65.73132018,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
EL RINCON,7.4007E+14,7.4007E+14,-32.6556521,-66.20161387,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
BALDE VIEJO,7.4007E+14,7.4007E+14,-32.1325264,-66.15290833,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
EL ZAMPAL,7.4007E+14,7.4007E+14,-32.38138199,-66.66552734,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
SANTO DOMINGO,7.4007E+14,7.4007E+14,-31.89736333,-65.64915575,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
SAN MIGUEL,7.4007E+14,7.4007E+14,-32.14116477,-65.81342262,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
EL BALDECITO,7.4007E+14,7.4007E+14,-32.15630341,-65.99488068,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
SAN ROQUE,7.4007E+14,7.4007E+14,-32.15448797,-66.96257853,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
RODEO DE CADENAS,7.4007E+14,7.4007E+14,-32.70156296,-66.19008734,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
LA AVENENCIA,7.4007E+14,7.4007E+14,-32.24501781,-66.41237917,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
LA SALVADORA,7.4007E+14,7.4007E+14,-32.28620178,-66.732734,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
BALDE DE QUINES,7.4007E+14,7.4007E+14,-32.04999344,-65.73319868,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
LOMAS BLANCAS,7.4007E+14,7.4007E+14,-32.33386291,-66.47167653,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
PAMPA GRANDE,7.4007E+14,7.4007E+14,-32.37242247,-66.30775487,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
EL INJERTO,7.4007E+14,7.4007E+14,-32.22815945,-65.69191327,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
LOS POZOS,7.4007E+14,7.4007E+14,-32.2028656,-66.711586,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
LA TRANCA,7.4007E+14,7.4007E+14,-32.33116593,-67.26993564,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
EL ALGARROBAL,7.4007E+14,7.4007E+14,-32.45562095,-66.24396092,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
LA REPRESITA,7.4007E+14,7.4007E+14,-32.16115324,-65.68407497,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
LAS CHIMBAS,7.4007E+14,7.4007E+14,-32.15651772,-66.55111426,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
SAN IGNACIO,7.4007E+14,7.4007E+14,-32.0866257,-66.08882311,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
BALDE RETAMO,7.4007E+14,7.4007E+14,-32.10718376,-65.95912834,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
MONTE CARMELO,7.4007E+14,7.4007E+14,-32.27489853,-66.49526215,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
BALDE DE LOS TORRES,7.4007E+14,7.4007E+14,-32.02732842,-66.10231621,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
SANTA ANA,7.4007E+14,7.4007E+14,-32.14487822,-66.04603937,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
LAS CLARITAS,7.4007E+14,7.4007E+14,-31.95375252,-65.75392151,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
BALDE DE AZCURRA,7.4007E+14,7.4007E+14,-32.13651315,-66.85445389,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
BALDECITO DE LA PAMPA,7.4007E+14,7.4007E+14,-32.34825343,-66.20247477,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
BALDE DEL CARMEN,7.4007E+14,7.4007E+14,-32.27812976,-66.16172942,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
LA PLATA,7.4007E+14,7.4007E+14,-32.03883362,-65.91983032,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
LA BOTIJA,7.4007E+14,7.4007E+14,-32.23779512,-66.57895642,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
SANTA TERESA,7.4007E+14,7.4007E+14,-32.20206139,-66.26698743,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
EL BARRIAL,7.4007E+14,7.4007E+14,-32.09503555,-66.59297943,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
LAS TOSQUITAS,7.4007E+14,7.4007E+14,-32.54398727,-66.19452667,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
EL VINAGRILLO,7.4007E+14,7.4007E+14,-32.4018573,-66.02362281,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
LAS LAGUNITAS,7.4007E+14,7.4007E+14,-32.02753784,-66.24032971,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
SANTA ROSA DE CATANTAL,7.4007E+14,7.4007E+14,-32.33294095,-66.91334013,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
BELLA VISTA,7.4007E+14,7.4007E+14,-32.34783554,-66.55335999,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
BALDE ULTIMO,7.4007E+14,7.4007E+14,-31.9710331,-66.13322449,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
TALITA,7.4007E+14,7.4007E+14,-32.34965146,-66.72663279,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
EL CALDEN,7.4007E+14,7.4007E+14,-31.9013529,-65.85454818,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
LA FLORIDA,7.4007E+14,7.4007E+14,-32.64632034,-66.18577576,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS,,,,,,
VIEYTES,6.50505E+13,6.50505E+13,-35.2695684,-57.57571175,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
EL PINO,6.50505E+13,6.50505E+13,-35.0096083,-57.6930089,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
LA CLELIA,6.50505E+13,6.50505E+13,-35.1475289,-57.8180032,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
SAN MARTIN,6.50505E+13,6.50505E+13,-35.0255176,-57.7529837,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
MAGDALENA,6.50505E+13,6.50505E+13,-35.0806853,-57.51725858,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
ATALAYA,6.50505E+13,6.50505E+13,-35.02403635,-57.53402536,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
CAMPO FERRO,6.50505E+13,6.50505E+13,-35.17544498,-57.51894858,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
ROBERTO J. PAYRO,6.50505E+13,6.50505E+13,-35.17992671,-57.65198602,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
GUTIERREZ,6.50505E+13,6.50505E+13,-35.0518237,-57.6889574,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
LOS NARANJOS,6.50505E+13,6.50505E+13,-34.99655186,-57.70366425,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
JULIO ARDITI,6.50505E+13,6.50505E+13,-35.1289452,-57.6492935,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
JOSE FERRARI,6.50505E+13,6.50505E+13,-35.2924873,-57.8618166,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
SAN JOSE,6.50505E+13,6.50505E+13,-35.342233,-57.7212066,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
GENERAL MANSILLA,6.50505E+13,6.50505E+13,-35.08168343,-57.74697626,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
VERGARA,6.50505E+13,6.50505E+13,-35.3825998,-57.8040225,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
EL DESTINO,6.50505E+13,6.50505E+13,-35.14141001,-57.41024009,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
UNIDAD PENAL MAGDALENA,6.50505E+13,6.50505E+13,-35.101789,-57.474438,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
MALAGAMBA,6.50505E+13,6.50505E+13,-35.0723632,-57.8655759,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
LA MATRACA,6.50505E+13,6.50505E+13,-35.3346736,-57.9156178,MAGDALENA,MAGDALENA,BUENOS AIRES,,,,,,
SANTA ROSA DEL CONLARA,7.4049E+14,7.4049E+14,-32.34230815,-65.20712066,SANTA ROSA DEL CONLARA,JUNIN,SAN LUIS,,,,,,
EL DURAZNITO,7.4049E+14,7.4049E+14,-32.31004,-65.27742028,SANTA ROSA DEL CONLARA,JUNIN,SAN LUIS,,,,,,
LAS BAJADAS,1.40072E+14,1.40072E+14,-32.09540636,-64.33105356,LAS BAJADAS,CALAMUCHITA,CÓRDOBA,,,,,,
SOCONCHO,1.40072E+14,1.40072E+14,-32.05468823,-64.37953819,LAS BAJADAS,CALAMUCHITA,CÓRDOBA,,,,,,
BENJAMIN PAZ,9.0112E+14,9.0112E+14,-26.36883208,-65.29550647,TRANCAS,TRANCAS,TUCUMÁN,,,,,,
EL BRETE,9.0112E+14,9.0112E+14,-26.09654,-65.39227,TRANCAS,TRANCAS,TUCUMÁN,,,,,,
ARAGON,9.0112E+14,9.0112E+14,-26.38549995,-65.36309815,TRANCAS,TRANCAS,TUCUMÁN,,,,,,
LAS JUNTAS,9.0112E+14,9.0112E+14,-26.38721466,-65.50769806,TRANCAS,TRANCAS,TUCUMÁN,,,,,,
LAS ARCAS,9.0112E+14,9.0112E+14,-26.16687012,-65.31872559,TRANCAS,TRANCAS,TUCUMÁN,,,,,,
LEOCADIO PAZ,9.0112E+14,9.0112E+14,-26.16107159,-65.31720734,TRANCAS,TRANCAS,TUCUMÁN,,,,,,
VILLA DE TRANCAS,9.0112E+14,9.0112E+14,-26.2307317,-65.28516649,TRANCAS,TRANCAS,TUCUMÁN,,,,,,
TUNA SOLA,9.0112E+14,9.0112E+14,-26.33329354,-65.21657889,TRANCAS,TRANCAS,TUCUMÁN,,,,,,
EL SAUCE,9.0112E+14,9.0112E+14,-26.3150444,-65.13273621,TRANCAS,TRANCAS,TUCUMÁN,,,,,,
SAN ISIDRO,9.0112E+14,9.0112E+14,-26.28275193,-65.25645348,TRANCAS,TRANCAS,TUCUMÁN,,,,,,
LA ESPERANZA,9.0112E+14,9.0112E+14,-26.26524353,-65.09963989,TRANCAS,TRANCAS,TUCUMÁN,,,,,,
EL SIMBOLAR,9.0112E+14,9.0112E+14,-26.24527669,-65.33242734,TRANCAS,TRANCAS,TUCUMÁN,,,,,,
SAN JOSE,9.0112E+14,9.0112E+14,-26.2685056,-65.2766213,TRANCAS,TRANCAS,TUCUMÁN,,,,,,
LOMA ALTA,2.214E+14,2.214E+14,-27.76730277,-59.25670022,BASAIL,SAN FERNANDO,CHACO,,,,,,
LA DORILA,2.214E+14,2.214E+14,-27.78261185,-59.30184555,BASAIL,SAN FERNANDO,CHACO,,,,,,
PARALELO 28,2.214E+14,2.214E+14,-27.88848122,-59.28016898,BASAIL,SAN FERNANDO,CHACO,,,,,,
EL SALADILLO,2.214E+14,2.214E+14,-27.82063431,-59.29059704,BASAIL,SAN FERNANDO,CHACO,,,,,,
COLONIA PALMIRA,2.214E+14,2.214E+14,-27.92561531,-59.31798172,BASAIL,SAN FERNANDO,CHACO,,,,,,
LAS MERCEDES,2.214E+14,2.214E+14,-27.96416193,-59.3671565,BASAIL,SAN FERNANDO,CHACO,,,,,,
KILOMETRO 34,2.214E+14,2.214E+14,-27.95106971,-59.23839317,BASAIL,SAN FERNANDO,CHACO,,,,,,
BASAIL,2.214E+14,2.214E+14,-27.8868656,-59.27910036,BASAIL,SAN FERNANDO,CHACO,,,,,,
PLAYA FORD,2.214E+14,2.214E+14,-27.95348015,-59.29872292,BASAIL,SAN FERNANDO,CHACO,,,,,,
LA CAROLINA,8.20843E+14,8.20843E+14,-33.0759052,-60.7035545,PIÑERO,ROSARIO,SANTA FE,,,,,,
LOS MUCHACHOS - LA ALBORADA,8.20843E+14,8.20843E+14,-33.09157341,-60.73542543,PIÑERO,ROSARIO,SANTA FE,,,,,,
PIÑERO,8.20843E+14,8.20843E+14,-33.1112071,-60.79649616,PIÑERO,ROSARIO,SANTA FE,,,,,,
CLEMENTE ONELLI,6.20915E+14,6.20915E+14,-41.24483501,-70.03420294,CLEMENTE ONELLI,25 DE MAYO,RÍO NEGRO,,,,,,
ANECON GRANDE,6.20705E+14,6.20705E+14,-41.32152141,-70.27466678,CLEMENTE ONELLI,25 DE MAYO,RÍO NEGRO,,,,,,
LOS CHIHUIDOS,5.80145E+14,5.80145E+14,-38.24221177,-69.4801093,LOS CHIHUIDOS,AÑELO,NEUQUÉN,,,,,,
COLONIA SAN PASCUAL,3.00159E+14,3.00159E+14,-31.11192322,-58.11239243,COLONIA SAN JUSTO,CONCORDIA,ENTRE RÍOS,,,,,,
COLONIA SAN JUSTO,3.00159E+14,3.00159E+14,-31.08568865,-58.23550031,COLONIA SAN JUSTO,CONCORDIA,ENTRE RÍOS,,,,,,
PASO DEL DURAZNO,1.40562E+14,1.40562E+14,-33.17045545,-64.04786701,PASO DEL DURAZNO,JUAREZ CELMAN,CÓRDOBA,,,,,,
PASO DEL DURAZNO,1.40562E+14,1.40562E+14,-33.17006844,-64.04963077,PASO DEL DURAZNO,JUAREZ CELMAN,CÓRDOBA,,,,,,
DOS ARROYOS,5.407E+14,5.407E+14,-27.69417142,-55.25878017,DOS ARROYOS,LEANDRO N. ALEM,MISIONES,,,,,,
SAN LUCAS,3.81056E+14,3.81056E+14,-23.61138,-65.04423,PAMPICHUELA,VALLE GRANDE,JUJUY,,,,,,
PAMPICHUELA,3.81056E+14,3.81056E+14,-23.55440938,-65.05280726,PAMPICHUELA,VALLE GRANDE,JUJUY,,,,,,
SANTA BARBARA,3.81056E+14,3.81056E+14,-23.6231,-65.00498,PAMPICHUELA,VALLE GRANDE,JUJUY,,,,,,
LA PELADA,8.20703E+14,8.20703E+14,-30.86794777,-60.97181168,LA PELADA,LAS COLONIAS,SANTA FE,,,,,,
MOUSSY,8.2049E+14,8.2049E+14,-29.0165072,-59.6876264,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,,,,,,
LA VERTIENTE,8.2049E+14,8.2049E+14,-29.10524969,-59.71357846,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,,,,,,
COLMENA,8.2049E+14,8.2049E+14,-28.9433399,-59.7131145,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,,,,,,
EL CARMEN DE AVELLANEDA,8.2049E+14,8.2049E+14,-29.0459613,-59.6538053,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,,,,,,
SANTA ANA,8.2049E+14,8.2049E+14,-28.9777718,-59.6575308,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,,,,,,
EL TIMBO,8.2049E+14,8.2049E+14,-29.0170999,-59.5990311,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,,,,,,
AVELLANEDA,8.2049E+14,8.2049E+14,-29.11936598,-59.65925124,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,,,,,,
SAN PEDRO,1.0105E+14,1.0105E+14,-27.91052043,-67.62126418,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
LA ISLA,1.0105E+14,1.0105E+14,-28.28203,-67.26548,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
BANDA DE LUCERO,1.0105E+14,1.0105E+14,-28.06878506,-67.50770242,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
CACHIYUYO,1.0105E+14,1.0105E+14,-28.00064,-67.5483,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
COSTA DE REYES,1.0105E+14,1.0105E+14,-28.29495992,-67.70290249,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
SANTA CRUZ,1.0105E+14,1.0105E+14,-28.28308678,-67.1999054,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
LOS BALVERDIS,1.0105E+14,1.0105E+14,-28.2769854,-67.10744441,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
LA AGUADITA,1.0105E+14,1.0105E+14,-27.77572441,-67.39016724,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
VINQUIS,1.0105E+14,1.0105E+14,-28.11509132,-67.2102356,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
TINOGASTA,1.0105E+14,1.0105E+14,-28.06375107,-67.58026958,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
VILLA LUJAN,1.0105E+14,1.0105E+14,-28.23499389,-67.70017735,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
LAS HIGUERITAS,1.0105E+14,1.0105E+14,-28.11360169,-67.69142151,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
EL SALADO,1.0105E+14,1.0105E+14,-28.31202063,-67.25087932,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
EL PUESTO,1.0105E+14,1.0105E+14,-27.92676215,-67.63040021,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
EL PUEBLITO,1.0105E+14,1.0105E+14,-28.28881833,-67.1234523,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
COPACABANA,1.0105E+14,1.0105E+14,-28.12439147,-67.4981014,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
ANILLACO,1.0105E+14,1.0105E+14,-27.90015285,-67.61428387,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
VILLA SAN ROQUE,1.0105E+14,1.0105E+14,-28.02011356,-67.60505912,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
RIO COLORADO,1.0105E+14,1.0105E+14,-28.28341866,-67.37530518,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
CERRO NEGRO,1.0105E+14,1.0105E+14,-28.24324054,-67.14427318,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
CORDOBITA,1.0105E+14,1.0105E+14,-28.29797987,-67.16709045,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
LOS PALACIOS,1.0105E+14,1.0105E+14,-28.08437,-67.57561,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
SANTA ROSA,1.0105E+14,1.0105E+14,-28.03524756,-67.58760737,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
LA PUNTILLA,1.0105E+14,1.0105E+14,-28.12439147,-67.4981014,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
LAS CHACRAS,1.0105E+14,1.0105E+14,-28.25541878,-67.04206085,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
LOS ROBLEDOS,1.0105E+14,1.0105E+14,-28.0608633,-67.5800326,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
EL DURAZNO,1.0105E+14,1.0105E+14,-27.74877874,-67.36510158,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
SAN MIGUEL,1.0105E+14,1.0105E+14,-28.01023102,-67.57674408,TINOGASTA,TINOGASTA,CATAMARCA,,,,,,
LOS POZOS,1.40492E+14,1.40492E+14,-30.51545167,-64.26644499,LOS POZOS,ISCHILIN,CÓRDOBA,,,,,,
AMAICHA DEL LLANO,9.0056E+14,9.0056E+14,-27.06516,-65.31373,BELLA VISTA,LEALES,TUCUMÁN,,,,,,
EL MOLLAR,9.0056E+14,9.0056E+14,-27.028535,-65.2789147,BELLA VISTA,LEALES,TUCUMÁN,,,,,,
BELLA VISTA,9.0056E+14,9.0056E+14,-27.03100365,-65.30863764,BELLA VISTA,LEALES,TUCUMÁN,,,,,,
SAN RAMON,9.0056E+14,9.0056E+14,-27.09486,-65.3262,BELLA VISTA,LEALES,TUCUMÁN,,,,,,
COLONIA SOBRECASAS,9.0056E+14,9.0056E+14,-27.06577224,-65.30366383,BELLA VISTA,LEALES,TUCUMÁN,,,,,,
PILAR,8.20703E+14,8.20703E+14,-31.44201582,-61.26002496,PILAR,LAS COLONIAS,SANTA FE,,,,,,
RAMON M. CASTRO,5.81125E+14,5.81125E+14,-38.86550062,-69.75026529,RAMON M CASTRO,ZAPALA,NEUQUÉN,,,,,,
SANTO DOMINGO,5.81125E+14,5.81125E+14,-38.9049968,-69.7862095,RAMON M CASTRO,ZAPALA,NEUQUÉN,,,,,,
UNION,7.4042E+14,7.4042E+14,-35.15492611,-65.94244685,UNION,GOBERNADOR DUPUY,SAN LUIS,,,,,,
EL MORO,6.40604E+13,6.40604E+13,-36.3636748,-61.6430681,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES,,,,,,
BELLA VISTA,6.40604E+13,6.40604E+13,-36.1793412,-61.6445672,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES,,,,,,
HENDERSON,6.40604E+13,6.40604E+13,-36.29946304,-61.71784018,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES,,,,,,
CORACEROS,6.40604E+13,6.40604E+13,-36.3372562,-61.773095,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES,,,,,,
CAMPO MONCANI,6.40604E+13,6.40604E+13,-36.09571982,-61.42189571,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES,,,,,,
MARIA LUCILA,6.40604E+13,6.40604E+13,-36.19309,-61.54041,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES,,,,,,
BERSEE,6.40604E+13,6.40604E+13,-36.4031999,-61.8139499,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES,,,,,,
HERRERA VEGAS,6.40604E+13,6.40604E+13,-36.0883254,-61.41125008,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES,,,,,,
LAS PLAYAS,1.40282E+14,1.40282E+14,-30.68959001,-64.85088313,LAS PLAYAS,CRUZ DEL EJE,CÓRDOBA,,,,,,
CARRIZALES,8.20563E+14,8.20563E+14,-32.51128716,-61.03051479,CARRIZALES,IRIONDO,SANTA FE,,,,,,
LOMITAS,7.40496E+14,7.40496E+14,-32.05397034,-65.30976868,LAFINUR,JUNIN,SAN LUIS,,,,,,
LA LOMITA,7.40496E+14,7.40496E+14,-32.06118703,-65.29783394,LAFINUR,JUNIN,SAN LUIS,,,,,,
LAFINUR,7.40496E+14,7.40496E+14,-32.0621152,-65.34968155,LAFINUR,JUNIN,SAN LUIS,,,,,,
DIAMANTE,3.0021E+14,3.0021E+14,-32.06715494,-60.63773652,DIAMANTE,DIAMANTE,ENTRE RÍOS,,,,,,
STROBEL,3.0021E+14,3.0021E+14,-32.0585363,-60.61080784,DIAMANTE,DIAMANTE,ENTRE RÍOS,,,,,,
SUCO,1.40983E+14,1.40983E+14,-33.43947297,-64.83166109,SUCO,RIO CUARTO,CÓRDOBA,,,,,,
MASCASIN,4.6112E+14,4.6112E+14,-31.39169887,-66.97799025,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA,,,,,,
LA JARILLA,4.6112E+14,4.6112E+14,-31.48383117,-66.3943794,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA,,,,,,
LA LAGUNA,4.6112E+14,4.6112E+14,-31.16054722,-66.65390973,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA,,,,,,
LA AGUADA,4.6112E+14,4.6112E+14,-31.10189586,-66.6178368,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA,,,,,,
EL TOTORAL,4.6112E+14,4.6112E+14,-31.70984791,-66.40584889,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA,,,,,,
EL TALA,4.6112E+14,4.6112E+14,-31.61446656,-66.42514278,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA,,,,,,
ABRA VERDE,4.6112E+14,4.6112E+14,-31.38359642,-66.62695313,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA,,,,,,
MASCASIN,4.6112E+14,4.6112E+14,-31.39176739,-66.977703,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA,,,,,,
EL RODEO,4.6112E+14,4.6112E+14,-31.08513719,-66.57379797,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA,,,,,,
CASAS VIEJAS,4.6112E+14,4.6112E+14,-31.095199,-66.50959567,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA,,,,,,
EL POTRERILLO,4.6112E+14,4.6112E+14,-31.14431038,-66.4401865,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA,,,,,,
EL DIVISADERO,4.6112E+14,4.6112E+14,-31.72655167,-66.75760494,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA,,,,,,
LAS TOSCAS,4.6112E+14,4.6112E+14,-31.74780072,-66.76722486,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA,,,,,,
VALLE HERMOSO,4.6112E+14,4.6112E+14,-31.61836676,-66.60223571,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA,,,,,,
SANTA CRUZ,4.6112E+14,4.6112E+14,-31.31784252,-66.47190518,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA,,,,,,
EL ROSARIO,4.6112E+14,4.6112E+14,-31.71538162,-66.70516968,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA,,,,,,
